loan_id,title_id,title,subject,publication_year,patron_id,patron_type,branch,checkout_date,due_date,return_date,renewals
1388,545,Introduction to Machine Translation,Computer Science,1967,850,Graduate,Engineering Library,2024-10-10,2025-01-02,2024-12-09,1
1389,945,The Oxford Handbook of Orchestration,Music,2018,927,Undergraduate,Harold B. Lee Library,2024-10-10,2024-10-31,2024-10-24,0
1390,609,Foundations of Operating Systems,Computer Science,1964,2161,Undergraduate,Storage Annex,2024-10-10,2024-11-21,2024-11-15,1
1391,656,The Cambridge Companion to the Cold War,History,1967,2553,Undergraduate,Harold B. Lee Library,2024-10-10,2024-10-31,2024-12-01,0
1392,498,Foundations of Negotiation,Business,2014,1344,Undergraduate,Harold B. Lee Library,2024-10-10,2024-10-31,2024-10-13,0
1393,658,Principles of Renaissance Painting,Art,1992,1998,Undergraduate,Harold B. Lee Library,2024-10-10,2024-11-21,2024-11-12,1
1394,45,Topics in Old English Verse,Literature,2004,938,Undergraduate,Engineering Library,2024-10-10,2024-10-31,2024-10-12,0
1395,498,Foundations of Negotiation,Business,2014,1661,Faculty,Harold B. Lee Library,2024-10-10,2025-02-07,2025-01-02,0
1396,1124,Advanced Old English Verse,Literature,2003,257,Graduate,Harold B. Lee Library,2024-10-10,2024-11-21,2024-11-17,0
1397,865,Essays on Modern Poetry,Literature,2012,2316,Faculty,Harold B. Lee Library,2024-10-10,2025-10-05,2025-10-04,2
1398,642,The Practice of Neurophysiology,Biology,1993,880,Undergraduate,Law Library,2024-10-10,2024-10-31,2024-12-07,0
1399,524,Foundations of Old English Verse,Literature,1995,1146,Graduate,Harold B. Lee Library,2024-10-10,2025-01-02,2025-02-15,1
1400,929,Topics in Fluid Mechanics,Engineering,1983,375,Undergraduate,Music Library,2024-10-10,2024-10-31,2024-11-05,0
1401,420,Essays on Old English Verse,Literature,1968,2535,Undergraduate,Music Library,2024-10-10,2024-10-31,2024-10-30,0
1402,265,Introduction to Operating Systems,Computer Science,2023,2583,Undergraduate,Engineering Library,2024-10-10,2024-10-31,2024-10-21,0
1403,810,Foundations of the Meiji Restoration,History,1988,2326,Undergraduate,Storage Annex,2024-10-10,2024-11-21,2024-11-20,1
1404,10,Topics in Contract Law,Law,1979,290,Undergraduate,Law Library,2024-10-10,2024-10-31,2024-10-15,0
1405,369,Advanced Geotechnical Design,Engineering,1959,268,Graduate,Engineering Library,2024-10-11,2024-11-22,2024-10-22,0
1406,81,The Oxford Handbook of the Atlantic Slave Trade,History,2007,275,Undergraduate,Harold B. Lee Library,2024-10-11,2024-11-01,2024-10-27,0
1407,1187,Advanced Number Theory,Mathematics,1972,414,Undergraduate,Harold B. Lee Library,2024-10-11,2024-11-22,2024-11-10,1
1408,108,Topics in Literary Translation,Literature,2019,1058,Undergraduate,Law Library,2024-10-11,2024-11-01,2024-11-17,0
1409,43,Foundations of Torts,Law,1964,4,Undergraduate,Harold B. Lee Library,2024-10-11,2024-11-01,2024-10-24,0
1410,629,Foundations of Distributed Systems,Computer Science,2008,1332,Faculty,Storage Annex,2024-10-11,2025-02-08,2025-01-09,0
1411,350,The Cambridge Companion to Population Ecology,Biology,1959,1419,Undergraduate,Harold B. Lee Library,2024-10-11,2024-11-22,2024-11-17,1
1412,1065,Advanced Administrative Procedure,Law,2009,2260,Graduate,Engineering Library,2024-10-11,2025-01-03,2024-12-14,1
1413,502,Foundations of Administrative Procedure,Law,2025,1360,Undergraduate,Harold B. Lee Library,2024-10-11,2024-11-22,2024-11-18,1
1414,447,Readings in Baroque Performance,Music,2013,2520,Staff,Harold B. Lee Library,2024-10-11,2025-02-14,2025-03-09,2
1415,37,Approaches to Renaissance Painting,Art,1987,1036,Undergraduate,Harold B. Lee Library,2024-10-11,2024-11-01,2024-12-02,0
1416,440,Foundations of Corporate Finance,Business,1966,1870,Undergraduate,Harold B. Lee Library,2024-10-11,2024-11-22,2024-11-23,1
1417,1169,Essays on Distributed Systems,Computer Science,1995,2490,Faculty,Storage Annex,2024-10-11,2025-02-08,2025-02-08,0
1418,136,Approaches to Modern Poetry,Literature,2000,1789,Undergraduate,Harold B. Lee Library,2024-10-11,2024-12-13,2025-01-26,2
1419,795,The Oxford Handbook of Baroque Performance,Music,1997,882,Undergraduate,Harold B. Lee Library,2024-10-11,2024-11-01,2024-10-30,0
1420,380,Introduction to Administrative Procedure,Law,2018,389,Graduate,Harold B. Lee Library,2024-10-11,2024-11-22,2024-11-14,0
1421,1142,Advanced Evidence,Law,2006,2132,Undergraduate,Harold B. Lee Library,2024-10-11,2024-12-13,2024-11-27,2
1422,1139,Topics in Evidence,Law,2000,1543,Graduate,Harold B. Lee Library,2024-10-11,2025-02-14,2025-02-06,2
1423,594,Approaches to Ethnomusicology,Music,1989,1066,Undergraduate,Harold B. Lee Library,2024-10-11,2024-11-01,2024-10-14,0
1424,1187,Advanced Number Theory,Mathematics,1972,2485,Faculty,Harold B. Lee Library,2024-10-11,2025-02-08,2025-01-12,0
1425,199,Topics in Modern Poetry,Literature,1976,2199,Undergraduate,Harold B. Lee Library,2024-10-11,2024-11-01,2024-10-27,0
1426,1077,Readings in Market Structure,Business,1971,431,Graduate,Music Library,2024-10-11,2024-11-22,2024-11-07,0
1427,288,Approaches to Geotechnical Design,Engineering,1969,177,Graduate,Harold B. Lee Library,2024-10-11,2025-02-14,2025-02-06,2
1428,1168,The Oxford Handbook of Modern Sculpture,Art,2003,882,Undergraduate,Harold B. Lee Library,2024-10-11,2024-11-01,2024-11-01,0
1429,926,A History of Baroque Performance,Music,2017,1896,Undergraduate,Music Library,2024-10-11,2024-11-01,2024-11-11,0
1430,66,A History of Modern Sculpture,Art,1963,969,Undergraduate,Engineering Library,2024-10-11,2024-11-01,2024-11-05,0
1431,969,Approaches to Literary Translation,Literature,1998,2086,Undergraduate,Harold B. Lee Library,2024-10-11,2024-11-01,,0
1432,232,The Oxford Handbook of International Arbitration,Law,1979,2273,Graduate,Harold B. Lee Library,2024-10-11,2024-11-22,2024-11-20,0
1433,705,Advanced Materials Science,Engineering,2023,1469,Faculty,Harold B. Lee Library,2024-10-12,2025-10-07,2025-06-24,2
1434,1017,Approaches to Machine Translation,Computer Science,2001,648,Undergraduate,Harold B. Lee Library,2024-10-12,2024-11-02,2024-10-14,0
1435,194,Principles of Fluid Mechanics,Engineering,1989,1555,Undergraduate,Harold B. Lee Library,2024-10-12,2024-12-14,2024-11-26,2
1436,197,Topics in Differential Geometry,Mathematics,2001,187,Undergraduate,Harold B. Lee Library,2024-10-12,2024-11-02,2024-11-02,0
1437,589,Approaches to Literary Translation,Literature,1992,1806,Staff,Harold B. Lee Library,2024-10-12,2024-11-23,,0
1438,117,The Practice of Ethnomusicology,Music,2012,1326,Undergraduate,Harold B. Lee Library,2024-10-12,2024-11-23,2024-11-12,1
1439,1037,Advanced Algebraic Topology,Mathematics,2011,2482,Graduate,Harold B. Lee Library,2024-10-12,2025-01-04,,1
1440,1002,The Practice of Fluid Mechanics,Engineering,1967,1292,Undergraduate,Harold B. Lee Library,2024-10-12,2024-11-23,2024-11-05,1
1441,249,Readings in Corporate Finance,Business,1982,1895,Staff,Storage Annex,2024-10-12,2024-11-23,2024-11-12,0
1442,66,A History of Modern Sculpture,Art,1963,1993,Graduate,Engineering Library,2024-10-12,2024-11-23,2024-11-12,0
1443,764,Readings in Supply Chains,Business,2011,313,Undergraduate,Harold B. Lee Library,2024-10-12,2024-12-14,2025-01-25,2
1444,699,A History of Organizational Behavior,Business,1963,2020,Faculty,Harold B. Lee Library,2024-10-12,2025-02-09,2025-03-04,0
1445,370,Principles of Old English Verse,Literature,1978,2539,Undergraduate,Harold B. Lee Library,2024-10-12,2024-11-23,2024-12-08,1
1446,410,Principles of Supply Chains,Business,1963,543,Undergraduate,Harold B. Lee Library,2024-10-12,2024-11-02,2024-10-25,0
1447,940,The Oxford Handbook of Republican Rome,History,2021,304,Undergraduate,Music Library,2024-10-12,2024-11-23,2024-11-14,1
1448,917,Principles of Fluid Mechanics,Engineering,2015,1079,Undergraduate,Engineering Library,2024-10-12,2024-11-02,2024-10-12,0
1449,1049,The Oxford Handbook of Torts,Law,1985,1293,Undergraduate,Engineering Library,2024-10-12,2024-12-14,2024-11-28,2
1450,334,The Cambridge Companion to Old English Verse,Literature,1977,1425,Undergraduate,Harold B. Lee Library,2024-10-12,2024-11-02,2024-10-25,0
1451,203,A History of the Reformation,History,2016,554,Graduate,Engineering Library,2024-10-12,2024-11-23,2024-10-20,0
1452,1104,Readings in Database Internals,Computer Science,2019,1538,Undergraduate,Harold B. Lee Library,2024-10-12,2024-11-02,2024-10-18,0
1453,144,The Cambridge Companion to Computer Networks,Computer Science,1981,2588,Faculty,Harold B. Lee Library,2024-10-12,2025-02-09,2024-11-17,0
1454,827,Readings in Algebraic Topology,Mathematics,1987,315,Staff,Harold B. Lee Library,2024-10-12,2025-01-04,2024-12-14,1
1455,731,A History of the Victorian Novel,Literature,1998,887,Graduate,Engineering Library,2024-10-12,2025-01-04,,1
1456,27,The Cambridge Companion to Orchestration,Music,1959,1011,Faculty,Harold B. Lee Library,2024-10-12,2025-02-09,2024-12-17,0
1457,852,A History of Machine Translation,Computer Science,2000,2253,Undergraduate,Harold B. Lee Library,2024-10-12,2024-11-02,2024-10-16,0
1458,939,The Oxford Handbook of Probability,Mathematics,2024,1536,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-03,,0
1459,221,Principles of Machine Translation,Computer Science,1996,1878,Undergraduate,Engineering Library,2024-10-13,2024-11-03,2024-10-15,0
1460,585,The Practice of Managerial Accounting,Business,1980,2151,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-03,2024-10-22,0
1461,1008,Principles of Old English Verse,Literature,2015,1720,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-03,2024-11-27,0
1462,408,Introduction to Market Structure,Business,2015,1725,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-24,2024-12-04,1
1463,142,The Cambridge Companion to Constitutional Interpretation,Law,2001,1560,Graduate,Law Library,2024-10-13,2024-11-24,2024-11-22,0
1464,1100,A History of Supply Chains,Business,2000,329,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-03,2024-10-22,0
1465,120,The Oxford Handbook of Number Theory,Mathematics,1963,1121,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-03,2024-10-27,0
1466,299,Principles of Curatorial Method,Art,1983,2084,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-24,2024-11-17,1
1467,1104,Readings in Database Internals,Computer Science,2019,1269,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-03,2024-10-14,0
1468,629,Foundations of Distributed Systems,Computer Science,2008,2054,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-03,2024-10-19,0
1469,791,Advanced Database Internals,Computer Science,2010,1273,Undergraduate,Law Library,2024-10-13,2024-11-03,2024-10-19,0
1470,525,The Oxford Handbook of Literary Translation,Literature,1963,680,Undergraduate,Engineering Library,2024-10-13,2024-11-03,,0
1471,1100,A History of Supply Chains,Business,2000,1600,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-03,2024-10-21,0
1472,569,Advanced Postcolonial Fiction,Literature,2003,513,Graduate,Harold B. Lee Library,2024-10-13,2024-11-24,2024-11-01,0
1473,1075,Introduction to Compiler Design,Computer Science,1980,910,Undergraduate,Engineering Library,2024-10-13,2024-11-03,2024-10-21,0
1474,875,The Cambridge Companion to Distributed Systems,Computer Science,1979,1869,Faculty,Music Library,2024-10-13,2025-02-10,2024-12-19,0
1475,1016,Foundations of Administrative Procedure,Law,1967,2145,Graduate,Music Library,2024-10-13,2024-11-24,,0
1476,553,The Cambridge Companion to the Victorian Novel,Literature,1969,512,Faculty,Harold B. Lee Library,2024-10-13,2025-02-10,2024-11-25,0
1477,468,Approaches to Organizational Behavior,Business,1990,2210,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-03,2024-10-20,0
1478,1175,The Oxford Handbook of Structural Analysis,Engineering,1959,2085,Undergraduate,Law Library,2024-10-13,2024-11-03,2024-11-18,0
1479,705,Advanced Materials Science,Engineering,2023,535,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-03,2024-10-25,0
1480,992,Readings in Organizational Behavior,Business,2024,1265,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-03,2024-10-30,0
1481,708,Advanced Market Structure,Business,1973,2391,Graduate,Harold B. Lee Library,2024-10-13,2024-11-24,2024-12-12,0
1482,915,Readings in the Fugue,Music,1971,101,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-03,2024-10-23,0
1483,123,Readings in Fluid Mechanics,Engineering,2011,1518,Graduate,Engineering Library,2024-10-13,2024-11-24,2024-12-18,0
1484,1037,Advanced Algebraic Topology,Mathematics,2011,2560,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-03,2024-10-17,0
1485,1078,The Practice of Computer Networks,Computer Science,1992,948,Graduate,Harold B. Lee Library,2024-10-13,2025-02-16,2025-01-21,2
1486,858,Introduction to Cell Biology,Biology,1993,1253,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-03,2024-10-25,0
1487,305,Principles of Operating Systems,Computer Science,2011,1912,Undergraduate,Engineering Library,2024-10-13,2024-11-03,,0
1488,689,Topics in Market Structure,Business,1992,1070,Faculty,Engineering Library,2024-10-13,2025-06-10,2025-06-12,1
1489,957,The Practice of the Atlantic Slave Trade,History,1976,930,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-03,2024-10-15,0
1490,314,Principles of Corporate Finance,Business,1988,299,Faculty,Law Library,2024-10-13,2025-02-10,2024-12-05,0
1491,832,The Oxford Handbook of Negotiation,Business,1967,479,Graduate,Storage Annex,2024-10-13,2024-11-24,2024-12-24,0
1492,1138,Topics in Renaissance Painting,Art,1996,1971,Undergraduate,Harold B. Lee Library,2024-10-13,2024-11-03,2024-11-17,0
1493,67,The Practice of Cell Biology,Biology,2016,394,Staff,Harold B. Lee Library,2024-10-13,2024-11-24,2024-10-24,0
1494,473,Foundations of Combinatorics,Mathematics,1958,27,Graduate,Engineering Library,2024-10-13,2024-11-24,2024-11-08,0
1495,191,The Oxford Handbook of Postcolonial Fiction,Literature,1973,2323,Undergraduate,Engineering Library,2024-10-13,2024-11-03,2024-10-26,0
1496,364,A History of Market Structure,Business,1998,1261,Faculty,Music Library,2024-10-14,2025-10-09,2025-06-12,2
1497,1185,A History of Baroque Performance,Music,2002,158,Graduate,Law Library,2024-10-14,2024-11-25,2024-11-01,0
1498,1012,A History of the Fugue,Music,2018,2100,Undergraduate,Storage Annex,2024-10-14,2024-11-25,2024-12-06,1
1499,721,Foundations of Materials Science,Engineering,1984,1216,Faculty,Engineering Library,2024-10-14,2025-02-11,2024-12-08,0
1500,665,Readings in Number Theory,Mathematics,2000,1600,Undergraduate,Harold B. Lee Library,2024-10-14,2024-11-04,2024-10-29,0
1501,79,A History of Fluid Mechanics,Engineering,2010,1573,Undergraduate,Harold B. Lee Library,2024-10-14,2024-11-04,2024-11-12,0
1502,863,The Cambridge Companion to Computer Networks,Computer Science,1962,2340,Undergraduate,Harold B. Lee Library,2024-10-14,2024-11-04,,0
1503,564,Principles of Literary Translation,Literature,1961,36,Undergraduate,Harold B. Lee Library,2024-10-14,2024-11-25,2024-11-09,1
1504,410,Principles of Supply Chains,Business,1963,651,Undergraduate,Harold B. Lee Library,2024-10-14,2024-11-25,2024-11-22,1
1505,848,A History of the Silk Road,History,1961,175,Undergraduate,Harold B. Lee Library,2024-10-14,2024-11-04,2024-11-13,0
1506,954,Principles of International Arbitration,Law,1970,1065,Undergraduate,Harold B. Lee Library,2024-10-14,2024-11-25,2024-11-19,1
1507,901,Approaches to Managerial Accounting,Business,1984,489,Graduate,Harold B. Lee Library,2024-10-14,2024-11-25,2024-10-25,0
1508,719,Principles of Control Systems,Engineering,2022,1227,Staff,Harold B. Lee Library,2024-10-14,2024-11-25,2024-11-22,0
1509,348,Introduction to the Meiji Restoration,History,1993,1487,Staff,Harold B. Lee Library,2024-10-14,2024-11-25,2024-11-14,0
1510,387,Readings in Literary Translation,Literature,2014,1521,Undergraduate,Harold B. Lee Library,2024-10-14,2024-11-04,2024-12-01,0
1511,715,Approaches to Real Analysis,Mathematics,1976,2127,Undergraduate,Harold B. Lee Library,2024-10-14,2024-11-04,2024-10-19,0
1512,161,Essays on Genomics,Biology,2023,1799,Undergraduate,Engineering Library,2024-10-14,2024-11-04,2024-11-01,0
1513,346,The Oxford Handbook of Baroque Performance,Music,1970,2381,Undergraduate,Music Library,2024-10-14,2024-11-04,2024-10-25,0
1514,140,Essays on Compiler Design,Computer Science,1993,1106,Faculty,Engineering Library,2024-10-14,2025-06-11,2025-06-11,1
1515,925,Advanced Islamic Ornament,Art,1979,2133,Undergraduate,Engineering Library,2024-10-14,2024-11-04,2024-11-01,0
1516,296,Principles of Islamic Ornament,Art,2019,292,Graduate,Music Library,2024-10-14,2024-11-25,,0
1517,336,Topics in Administrative Procedure,Law,1964,2403,Graduate,Harold B. Lee Library,2024-10-14,2024-11-25,2024-10-26,0
1518,66,A History of Modern Sculpture,Art,1963,968,Faculty,Harold B. Lee Library,2024-10-14,2025-02-11,2024-11-15,0
1519,467,Essays on Evidence,Law,1970,848,Undergraduate,Harold B. Lee Library,2024-10-14,2024-11-04,,0
1520,998,A History of Corporate Finance,Business,1976,2489,Undergraduate,Music Library,2024-10-14,2024-11-04,2024-11-20,0
1521,591,Approaches to Baroque Performance,Music,2005,861,Undergraduate,Harold B. Lee Library,2024-10-14,2024-11-04,2024-10-26,0
1522,130,Topics in the Atlantic Slave Trade,History,2014,1446,Graduate,Law Library,2024-10-14,2024-11-25,2024-12-17,0
1523,238,Essays on Thermodynamics,Engineering,2011,2263,Undergraduate,Engineering Library,2024-10-14,2024-11-04,2024-10-14,0
1524,935,Approaches to the Reformation,History,2013,846,Undergraduate,Engineering Library,2024-10-14,2024-11-04,2024-12-04,0
1525,1007,Introduction to Operating Systems,Computer Science,1984,1799,Undergraduate,Law Library,2024-10-14,2024-11-25,,1
1526,1047,Introduction to Baroque Performance,Music,2004,911,Undergraduate,Harold B. Lee Library,2024-10-14,2024-11-04,2024-10-14,0
1527,649,The Cambridge Companion to Structural Analysis,Engineering,2002,1573,Undergraduate,Engineering Library,2024-10-14,2024-11-04,2024-10-17,0
1528,148,Introduction to Distributed Systems,Computer Science,1964,1127,Undergraduate,Harold B. Lee Library,2024-10-14,2024-11-25,2024-12-05,1
1529,287,The Cambridge Companion to Computer Networks,Computer Science,2008,1126,Graduate,Engineering Library,2024-10-14,2024-11-25,2024-10-22,0
1530,27,The Cambridge Companion to Orchestration,Music,1959,66,Undergraduate,Harold B. Lee Library,2024-10-15,2024-11-05,2024-10-16,0
1531,717,Advanced Probability,Mathematics,1974,1183,Staff,Harold B. Lee Library,2024-10-15,2025-01-07,2024-12-16,1
1532,257,Foundations of Supply Chains,Business,1992,1935,Graduate,Harold B. Lee Library,2024-10-15,2024-11-26,2024-11-24,0
1533,1149,Foundations of Administrative Procedure,Law,1973,1384,Undergraduate,Harold B. Lee Library,2024-10-15,2024-11-05,2024-11-14,0
1534,1169,Essays on Distributed Systems,Computer Science,1995,156,Undergraduate,Music Library,2024-10-15,2024-11-05,2024-10-25,0
1535,854,Approaches to Corporate Finance,Business,1964,980,Undergraduate,Music Library,2024-10-15,2024-12-17,2024-12-12,2
1536,453,Foundations of Negotiation,Business,1983,2302,Undergraduate,Harold B. Lee Library,2024-10-15,2024-11-05,2024-10-31,0
1537,580,Topics in Old English Verse,Literature,2000,2139,Faculty,Harold B. Lee Library,2024-10-15,2025-02-12,2024-11-01,0
1538,404,The Practice of Market Structure,Business,1982,2564,Undergraduate,Music Library,2024-10-15,2024-11-05,2024-11-02,0
1539,1115,Introduction to Modern Poetry,Literature,2020,2530,Undergraduate,Storage Annex,2024-10-15,2024-12-17,2025-01-29,2
1540,1133,Introduction to Administrative Procedure,Law,2004,1858,Undergraduate,Harold B. Lee Library,2024-10-15,2024-11-26,2024-11-10,1
1541,392,Foundations of Distributed Systems,Computer Science,1965,893,Undergraduate,Engineering Library,2024-10-15,2024-11-05,2024-10-30,0
1542,1053,A History of Republican Rome,History,2002,1075,Graduate,Harold B. Lee Library,2024-10-15,2024-11-26,2024-10-24,0
1543,606,Topics in Ethnomusicology,Music,1979,144,Graduate,Music Library,2024-10-15,2024-11-26,2024-11-19,0
1544,136,Approaches to Modern Poetry,Literature,2000,2345,Graduate,Harold B. Lee Library,2024-10-15,2024-11-26,2024-11-14,0
1545,719,Principles of Control Systems,Engineering,2022,507,Undergraduate,Engineering Library,2024-10-15,2024-11-05,2024-10-20,0
1546,1095,The Oxford Handbook of Baroque Performance,Music,2010,818,Faculty,Harold B. Lee Library,2024-10-15,2025-02-12,2024-12-26,0
1547,960,Advanced Computer Networks,Computer Science,2011,443,Undergraduate,Harold B. Lee Library,2024-10-15,2024-11-05,2024-10-18,0
1548,141,The Practice of Plant Systematics,Biology,2025,2276,Undergraduate,Harold B. Lee Library,2024-10-15,2024-11-26,2024-11-26,1
1549,607,Advanced Corporate Finance,Business,2001,2593,Undergraduate,Harold B. Lee Library,2024-10-15,2024-11-05,2024-10-26,0
1550,330,The Practice of Operating Systems,Computer Science,1960,401,Undergraduate,Harold B. Lee Library,2024-10-15,2024-11-05,2024-11-30,0
1551,268,Introduction to Compiler Design,Computer Science,2015,814,Undergraduate,Harold B. Lee Library,2024-10-15,2024-11-05,2024-12-13,0
1552,141,The Practice of Plant Systematics,Biology,2025,675,Undergraduate,Harold B. Lee Library,2024-10-15,2024-11-05,2024-11-13,0
1553,123,Readings in Fluid Mechanics,Engineering,2011,2082,Undergraduate,Law Library,2024-10-15,2024-11-05,2024-10-24,0
1554,253,The Practice of Literary Translation,Literature,2016,1533,Faculty,Engineering Library,2024-10-15,2025-06-12,2025-04-01,1
1555,782,The Practice of Torts,Law,1967,1643,Undergraduate,Engineering Library,2024-10-15,2024-11-05,2024-11-03,0
1556,1035,A History of Combinatorics,Mathematics,2013,1594,Undergraduate,Harold B. Lee Library,2024-10-15,2024-11-05,2024-10-21,0
1557,671,Essays on Supply Chains,Business,1987,917,Undergraduate,Harold B. Lee Library,2024-10-15,2024-11-05,2024-10-21,0
1558,729,A History of the Reformation,History,2017,1237,Undergraduate,Harold B. Lee Library,2024-10-15,2024-11-05,2024-10-26,0
1559,744,Topics in Corporate Finance,Business,1994,229,Undergraduate,Harold B. Lee Library,2024-10-15,2024-11-26,2024-11-11,1
1560,487,Principles of Plant Systematics,Biology,1984,975,Graduate,Engineering Library,2024-10-15,2025-02-18,2025-03-28,2
1561,348,Introduction to the Meiji Restoration,History,1993,2352,Graduate,Harold B. Lee Library,2024-10-15,2025-01-07,2024-12-20,1
1562,1171,Essays on Cell Biology,Biology,1994,1110,Undergraduate,Storage Annex,2024-10-15,2024-11-05,2024-12-11,0
1563,741,The Oxford Handbook of Organizational Behavior,Business,2007,1094,Graduate,Harold B. Lee Library,2024-10-15,2025-02-18,,2
1564,985,Essays on Database Internals,Computer Science,1977,1925,Undergraduate,Law Library,2024-10-15,2024-11-05,2024-10-19,0
1565,78,Approaches to Curatorial Method,Art,1983,2280,Faculty,Harold B. Lee Library,2024-10-15,2025-06-12,2025-05-31,1
1566,1156,The Cambridge Companion to Thermodynamics,Engineering,1989,163,Graduate,Storage Annex,2024-10-15,2024-11-26,2024-11-26,0
1567,38,Essays on Database Internals,Computer Science,1968,2417,Faculty,Harold B. Lee Library,2024-10-15,2025-02-12,2024-12-13,0
1568,851,Readings in the Silk Road,History,2004,693,Undergraduate,Storage Annex,2024-10-16,2024-11-06,2024-10-29,0
1569,289,Essays on Orchestration,Music,2025,843,Staff,Harold B. Lee Library,2024-10-16,2025-01-08,2025-01-21,1
1570,874,The Practice of Distributed Systems,Computer Science,1988,2263,Undergraduate,Engineering Library,2024-10-16,2024-11-06,2024-12-15,0
1571,957,The Practice of the Atlantic Slave Trade,History,1976,61,Undergraduate,Law Library,2024-10-16,2024-11-06,2024-10-17,0
1572,621,Readings in Torts,Law,2025,1433,Undergraduate,Harold B. Lee Library,2024-10-16,2024-11-06,,0
1573,1125,Introduction to Neurophysiology,Biology,1979,1060,Faculty,Harold B. Lee Library,2024-10-16,2025-10-11,2025-08-12,2
1574,237,Principles of Photographic Practice,Art,1978,2028,Undergraduate,Harold B. Lee Library,2024-10-16,2024-11-06,2024-11-06,0
1575,485,Principles of Structural Analysis,Engineering,1972,643,Undergraduate,Harold B. Lee Library,2024-10-16,2024-11-06,2024-11-20,0
1576,265,Introduction to Operating Systems,Computer Science,2023,2199,Undergraduate,Harold B. Lee Library,2024-10-16,2024-11-06,2024-12-01,0
1577,768,A History of Number Theory,Mathematics,1977,1442,Faculty,Law Library,2024-10-16,2025-06-13,2025-05-03,1
1578,212,Foundations of the Victorian Novel,Literature,1989,1525,Undergraduate,Law Library,2024-10-16,2024-11-06,2024-10-30,0
1579,403,Advanced Organizational Behavior,Business,2003,1056,Undergraduate,Harold B. Lee Library,2024-10-16,2024-11-06,2024-10-29,0
1580,548,The Practice of Corporate Finance,Business,2019,1419,Undergraduate,Harold B. Lee Library,2024-10-16,2024-11-06,2024-12-06,0
1581,8,Topics in Music Theory,Music,1970,221,Undergraduate,Harold B. Lee Library,2024-10-16,2024-11-27,2024-11-24,1
1582,21,Foundations of Managerial Accounting,Business,2023,731,Undergraduate,Harold B. Lee Library,2024-10-16,2024-11-06,,0
1583,609,Foundations of Operating Systems,Computer Science,1964,2163,Undergraduate,Harold B. Lee Library,2024-10-16,2024-11-06,2024-10-17,0
1584,736,Approaches to Probability,Mathematics,2006,1328,Undergraduate,Harold B. Lee Library,2024-10-16,2024-11-06,2024-11-01,0
1585,51,The Practice of Music Theory,Music,1964,2129,Faculty,Harold B. Lee Library,2024-10-16,2025-06-13,2025-07-20,1
1586,271,Readings in the Reformation,History,1983,2501,Undergraduate,Harold B. Lee Library,2024-10-16,2024-11-27,2024-11-10,1
1587,964,Foundations of Geotechnical Design,Engineering,1973,1139,Undergraduate,Engineering Library,2024-10-16,2024-11-06,2024-12-08,0
1588,611,Introduction to the Short Story,Literature,2012,666,Undergraduate,Law Library,2024-10-16,2024-11-06,2024-10-19,0
1589,65,Principles of Machine Translation,Computer Science,2013,1020,Graduate,Music Library,2024-10-16,2024-11-27,2024-10-20,0
1590,286,Principles of Cell Biology,Biology,1993,1866,Graduate,Harold B. Lee Library,2024-10-16,2024-11-27,2024-11-11,0
1591,1144,Essays on Neurophysiology,Biology,1995,381,Graduate,Harold B. Lee Library,2024-10-16,2024-11-27,2024-11-22,0
1592,1196,Topics in Control Systems,Engineering,1975,1121,Undergraduate,Law Library,2024-10-16,2024-11-06,2024-11-28,0
1593,903,The Practice of Old English Verse,Literature,1991,573,Faculty,Law Library,2024-10-16,2025-02-13,2024-10-21,0
1594,60,Advanced Orchestration,Music,1995,538,Undergraduate,Harold B. Lee Library,2024-10-16,2024-11-06,2024-11-20,0
1595,204,Foundations of International Arbitration,Law,1966,1929,Undergraduate,Law Library,2024-10-16,2024-11-06,2024-10-22,0
1596,869,Foundations of the Cold War,History,2019,1324,Graduate,Harold B. Lee Library,2024-10-16,2025-01-08,2024-11-27,1
1597,421,The Practice of the Short Story,Literature,1979,1576,Undergraduate,Harold B. Lee Library,2024-10-16,2024-11-06,2024-10-22,0
1598,347,Essays on the Reformation,History,1975,2495,Undergraduate,Harold B. Lee Library,2024-10-16,2024-11-27,2024-11-11,1
1599,912,Advanced Database Internals,Computer Science,1966,1634,Staff,Engineering Library,2024-10-16,2024-11-27,2024-11-26,0
1600,745,The Practice of the Reformation,History,1971,470,Graduate,Harold B. Lee Library,2024-10-16,2024-11-27,2024-10-28,0
